,height_x,weight_x,collegeName,Full Name,Team,Position,yearsPro,overall_rating,teamId,nflId,age
1305,6-0,193,Central Florida,Aaron Robinson,Giants,CB,1.0,69.0,16.0,53500,24.0
1306,6-2,315,North Carolina State,Alim McNeill,Lions,DT,1.0,72.0,19.0,53501,22.0
1307,6-4,278,Louisiana Tech,Milton Williams,Eagles,DT,1.0,70.0,13.0,53502,23.0
1308,6-3,205,Minnesota,Benjamin St-Juste,Commanders,CB,1.0,70.0,26.0,53503,24.0
1309,6-2,280,UCLA,Osa Odighizuwa,Cowboys,DT,1.0,73.0,11.0,53504,24.0
1310,6-0,193,Stanford,Paulson Adebo,Saints,CB,1.0,74.0,27.0,53505,23.0
1312,6-3,250,Buffalo,Malcolm Koonce,Raiders,LOLB,1.0,64.0,23.0,53508,24.0
1313,6-3,223,Virginia Tech,Divine Deablo,Raiders,MLB,1.0,69.0,23.0,53509,24.0
1314,6-5,253,Boston College,Hunter Long,Dolphins,TE,1.0,66.0,12.0,53510,24.0
1315,6-1,185,North Carolina,Dyami Brown,Commanders,WR,1.0,71.0,26.0,53511,22.0
1316,6-4,248,Notre Dame,Tommy Tremble,Panthers,TE,1.0,71.0,21.0,53512,22.0
1317,6-5,270,Iowa,Chauncey Golston,Cowboys,LE,1.0,68.0,11.0,53513,24.0
1318,5-10,215,Clemson,Amari Rodgers,Packers,WR,1.0,69.0,20.0,53514,22.0
1319,6-4,310,Ohio State,Wyatt Davis,Vikings,RG,1.0,63.0,31.0,53515,23.0
1320,6-1,215,Ohio State,Trey Sermon,49ers,HB,1.0,74.0,15.0,53517,23.0
1321,6-4,222,Michigan,Nico Collins,Texans,WR,1.0,72.0,32.0,53518,23.0
1323,6-0,179,Auburn,Anthony Schwartz,Browns,WR,1.0,69.0,5.0,53520,21.0
1324,6-1,233,Georgia,Monty Rice,Titans,MLB,1.0,66.0,30.0,53521,23.0
1325,6-9,321,Northern Iowa,Spencer Brown,Bills,RT,1.0,68.0,3.0,53522,24.0
1326,6-5,295,Notre Dame,Robert Hainsey,Buccaneers,C,1.0,62.0,6.0,53524,24.0
1327,6-5,245,Georgia,Tre' McKitty,Chargers,TE,1.0,64.0,8.0,53526,23.0
1328,6-3,320,Wisconsin-Whitewater,Quinn Meinerz,Broncos,RG,1.0,73.0,4.0,53527,23.0
1329,6-3,213,Syracuse,Ifeatu Melifonwu,Lions,CB,1.0,68.0,19.0,53530,23.0
1330,6-0,182,Michigan,Ambry Thomas,49ers,CB,1.0,73.0,15.0,53531,22.0
1331,6-2,230,South Carolina,Ernest Jones,Rams,MLB,1.0,73.0,24.0,53532,22.0
1332,6-0,206,Southern Methodist,Brandon Stephens,Ravens,FS,1.0,70.0,25.0,53533,24.0
1333,6-3,240,Ohio State,Baron Browning,Broncos,ROLB,1.0,71.0,4.0,53534,23.0
1334,6-3,305,Southern California,Jay Tufele,Jaguars,LE,1.0,67.0,17.0,53535,23.0
1335,5-10,200,North Carolina,Michael Carter,Jets,HB,1.0,75.0,18.0,53536,23.0
1336,6-0,190,San Diego State,Darren Hall,Falcons,CB,1.0,65.0,14.0,53537,22.0
1337,6-2,202,Louisville,Dez Fitzpatrick,Titans,WR,1.0,66.0,30.0,53538,24.0
1339,6-3,280,Tulane,Cam Sample,Bengals,LE,1.0,66.0,2.0,53540,22.0
1340,6-1,195,Southern California,Amon-Ra St. Brown,Lions,WR,1.0,78.0,19.0,53541,22.0
1341,6-1,245,Purdue,Derrick Barnes,Lions,MLB,1.0,66.0,19.0,53542,23.0
1342,6-3,300,Stanford,Drew Dalman,Falcons,C,1.0,62.0,14.0,53543,23.0
1343,6-7,255,Northern Iowa,Elerson Smith,Giants,ROLB,1.0,62.0,16.0,53545,24.0
1345,6-0,246,Oklahoma,Rhamondre Stevenson,Patriots,HB,1.0,73.0,22.0,53549,24.0
1346,6-3,346,Louisiana State,Tyler Shelvin,Bengals,DT,1.0,67.0,2.0,53551,24.0
1347,5-11,195,Texas Tech,Zech McPhearson,Eagles,CB,1.0,68.0,13.0,53552,24.0
1348,6-6,256,Boise State,John Bates,Commanders,TE,1.0,67.0,26.0,53553,24.0
1349,6-1,195,California,Camryn Bynum,Vikings,FS,1.0,69.0,31.0,53554,24.0
1350,6-1,207,Oklahoma State,Chuba Hubbard,Panthers,HB,1.0,74.0,21.0,53555,23.0
1351,6-3,235,Southern Methodist,Kylen Granson,Colts,TE,1.0,65.0,10.0,53556,24.0
1353,5-9,174,North Texas,Jaelon Darden,Buccaneers,WR,1.0,71.0,6.0,53558,23.0
1354,6-2,195,Central Arkansas,Robert Rochell,Rams,CB,1.0,67.0,24.0,53559,24.0
1355,6-0,190,Oklahoma State,Tylan Wallace,Ravens,WR,1.0,69.0,25.0,53560,23.0
1356,6-2,300,Ohio State,Tommy Togiai,Browns,DT,1.0,68.0,5.0,53561,22.0
1357,6-5,270,Pittsburgh,Rashad Weaver,Titans,ROLB,1.0,63.0,30.0,53564,24.0
1358,5-11,191,Florida,Marco Wilson,Cardinals,CB,1.0,68.0,7.0,53565,23.0
1359,6-4,274,East Carolina,D'Ante Smith,Bengals,LT,1.0,61.0,2.0,53568,24.0
1360,6-5,211,Central Florida,Jacob Harris,Rams,TE,1.0,63.0,24.0,53570,25.0
1361,6-5,305,Mississippi,Royce Newman,Packers,RG,1.0,69.0,20.0,53571,25.0
1362,6-6,258,Ohio State,Luke Farrell,Jaguars,TE,1.0,62.0,17.0,53574,24.0
1363,6-1,220,Auburn,Jamien Sherwood,Jets,MLB,1.0,64.0,18.0,53575,22.0
1364,6-3,245,Miami,Brevin Jordan,Texans,TE,1.0,70.0,32.0,53576,22.0
1365,6-4,285,Texas,Ta'Quon Graham,Falcons,RE,1.0,66.0,14.0,53577,23.0
1366,5-11,191,Memphis,Kenneth Gainwell,Eagles,HB,1.0,74.0,13.0,53579,23.0
1367,6-6,332,Missouri,Larry Borom,Bears,RT,1.0,65.0,1.0,53580,23.0
1368,6-1,205,Texas,Caden Sterns,Broncos,FS,1.0,69.0,4.0,53581,22.0
1370,5-10,190,Duke,Michael Carter,Jets,HB,1.0,75.0,18.0,53583,23.0
1371,6-5,315,Western Michigan,Jaylon Moore,Ravens,WR,1.0,63.0,25.0,53584,25.0
1372,6-5,315,Western Michigan,Jaylon Moore,49ers,LT,1.0,62.0,15.0,53584,24.0
1373,6-7,293,Wisconsin,Isaiahh Loudermilk,Steelers,LE,1.0,63.0,29.0,53585,24.0
1374,6-1,179,Iowa,Ihmir Smith-Marsette,Vikings,WR,1.0,68.0,31.0,53586,23.0
1375,6-3,305,Iowa,Daviyon Nixon,Panthers,DT,1.0,66.0,21.0,53587,23.0
1376,6-6,300,Nebraska,Brenden Jaimes,Chargers,RG,1.0,60.0,8.0,53588,23.0
1377,6-1,195,Ohio State,Shaun Wade,Patriots,CB,1.0,65.0,22.0,53589,23.0
1378,6-8,315,"Miami, O.",Tommy Doyle,Bills,LT,1.0,62.0,3.0,53590,24.0
1379,6-4,240,Duke,Noah Gray,Chiefs,TE,1.0,65.0,9.0,53591,23.0
1380,6-0,200,Cincinnati,Darrick Forrest,Commanders,SS,1.0,67.0,26.0,53592,23.0
1382,6-0,195,Illinois,Nate Hobbs,Raiders,CB,1.0,76.0,23.0,53596,23.0
1383,6-2,230,Texas Christian,Garret Wallow,Texans,LOLB,1.0,64.0,32.0,53599,23.0
1384,5-11,202,Oregon,Deommodore Lenoir,49ers,CB,1.0,67.0,15.0,53601,22.0
1386,6-1,205,Pittsburgh,Jason Pinnock,Jets,SS,1.0,67.0,18.0,53604,23.0
1387,5-11,190,Appalachian State,Shemar Jean-Charles,Packers,CB,1.0,63.0,20.0,53607,24.0
1388,6-4,227,Stanford,Simi Fehoko,Cowboys,WR,1.0,66.0,11.0,53608,24.0
1389,6-1,215,Southern California,Talanoa Hufanga,49ers,FS,1.0,69.0,15.0,53609,22.0
1390,6-4,268,Notre Dame,Adetokunbo Ogundeji,Falcons,LOLB,1.0,66.0,14.0,53611,23.0
1391,5-9,195,Boise State,Avery Williams,Falcons,HB,1.0,62.0,14.0,53612,24.0
1392,6-4,215,Florida State,Hamsah Nasirildeen,Jets,ROLB,1.0,66.0,18.0,53615,23.0
1393,6-1,200,Arizona State,Frank Darby,Falcons,WR,1.0,64.0,14.0,53616,24.0
1394,5-11,198,Missouri,Joshuah Bledsoe,Patriots,FS,1.0,65.0,22.0,53617,23.0
1395,6-3,305,Southern California,Marlon Tuipulotu,Eagles,DT,1.0,66.0,13.0,53618,23.0
1396,6-3,330,Georgia,Trey Hill,Bengals,C,1.0,63.0,2.0,53619,22.0
1397,6-2,260,Coastal Carolina,Tarron Jackson,Eagles,RE,1.0,62.0,13.0,53620,24.0
1398,6-5,355,Kentucky,Quinton Bohanna,Cowboys,DT,1.0,66.0,11.0,53621,23.0
1399,5-11,221,Louisiana-Lafayette,Elijah Mitchell,49ers,HB,1.0,80.0,15.0,53623,24.0
1400,6-2,318,Arizona,Roy Lopez,Texans,DT,1.0,69.0,32.0,53624,25.0
1401,6-1,218,Arizona,Gary Brightwell,Giants,HB,1.0,64.0,16.0,53625,24.0
1402,5-11,178,Kentucky,Brandin Echols,Jets,CB,1.0,68.0,18.0,53629,24.0
1403,5-11,216,Michigan,Chris Evans,Bengals,HB,1.0,67.0,2.0,53631,24.0
1404,5-10,190,South Carolina,Shi Smith,Panthers,WR,1.0,69.0,21.0,53633,23.0
1405,6-7,305,Kentucky,Landon Young,Saints,RT,1.0,59.0,27.0,53635,25.0
1406,6-2,220,Georgia Tech,Jalen Camp,Texans,WR,1.0,63.0,32.0,53638,24.0
1407,6-3,265,Duke,Victor Dimukeje,Cardinals,LOLB,1.0,61.0,7.0,53639,22.0
1409,6-1,195,Pittsburgh,Damar Hamlin,Bills,SS,1.0,66.0,3.0,53641,24.0
1410,5-11,197,Wisconsin,Rachad Wildgoose,Jets,CB,1.0,62.0,18.0,53642,22.0
1411,6-5,312,Wisconsin,Cole Van Lanen,Packers,RG,1.0,61.0,20.0,53643,24.0
1412,6-3,232,Miami,Quincy Roche,Giants,LOLB,1.0,67.0,16.0,53645,24.0
1413,5-9,212,Virginia Tech,Khalil Herbert,Bears,HB,1.0,73.0,1.0,53646,24.0
1414,6-3,235,Texas,Sam Ehlinger,Colts,QB,1.0,58.0,10.0,53647,23.0
1415,6-1,224,Boston College,Isaiah McDuffie,Packers,MLB,1.0,62.0,20.0,53649,23.0
1416,6-6,325,Tennessee,Trey Smith,Chiefs,RG,1.0,77.0,9.0,53655,23.0
1417,6-4,205,South Carolina,Israel Mukuamu,Cowboys,SS,1.0,64.0,11.0,53656,22.0
1418,6-5,205,"Charleston, W. Va.",Mike Strachan,Colts,WR,1.0,63.0,10.0,53658,25.0
1419,6-5,280,Kentucky,Phil Hoskins,Panthers,DT,1.0,63.0,21.0,53661,25.0
1420,5-10,205,Maryland,Jake Funk,Rams,HB,1.0,66.0,24.0,53662,24.0
1421,6-2,251,Tulane,Patrick Johnson,Eagles,LOLB,1.0,63.0,13.0,53663,23.0
1422,6-5,315,Texas Tech,Jack Anderson,Eagles,RG,1.0,61.0,13.0,53665,23.0
1423,6-6,330,Nebraska,Matt Farniok,Cowboys,C,1.0,61.0,11.0,53667,24.0
1424,6-4,257,Ohio State,Jonathon Cooper,Broncos,LOLB,1.0,68.0,4.0,53668,24.0
1425,6-4,248,Baylor,William Bradley-King,Commanders,LE,1.0,63.0,26.0,53669,24.0
1426,6-0,180,Oklahoma,Tre Norwood,Steelers,FS,1.0,65.0,29.0,53674,23.0
1427,6-3,252,Penn State,Shaka Toney,Commanders,LE,1.0,64.0,26.0,53675,24.0
1428,6-6,306,Penn State,Will Fries,Colts,RG,1.0,58.0,10.0,53677,24.0
1429,6-3,220,Notre Dame,Ben Skowronek,Rams,WR,1.0,62.0,24.0,53678,25.0
1430,6-4,340,Brigham Young,Khyiris Tonga,Bears,DT,1.0,67.0,1.0,53679,26.0
1431,5-11,215,Mississippi State,Kylin Hill,Packers,HB,1.0,67.0,20.0,53685,24.0
1432,6-1,190,Brigham Young,Dax Milne,Commanders,WR,1.0,66.0,26.0,53687,23.0
1433,6-0,220,Duke,Deon Jackson,Colts,HB,1.0,57.0,10.0,53703,23.0
1436,6-4,240,Mississippi,Kenny Yeboah,Jets,TE,1.0,63.0,18.0,53715,23.0
1437,6-2,225,Illinois,Milo Eifler,Commanders,MLB,1.0,54.0,26.0,53716,24.0
1439,5-9,205,Pittsburgh,D.J. Turner,Raiders,WR,1.0,63.0,23.0,53732,25.0
1441,6-0,220,Alabama-Birmingham,Spencer Brown,Bills,RT,1.0,68.0,3.0,53746,24.0
1442,5-8,178,Texas Christian,Ar'Darius Washington,Ravens,FS,1.0,61.0,25.0,53819,22.0
1443,6-1,190,Notre Dame,Nick McCloud,Bills,CB,1.0,60.0,3.0,53854,24.0
1445,6-5,330,Middle Tennessee,Robert Jones,Dolphins,LG,1.0,63.0,12.0,53861,23.0
1447,5-10,195,Nebraska,Dicaprio Bootle,Chiefs,CB,1.0,62.0,9.0,53883,24.0
1449,6-5,311,Florida State,Marvin Wilson,Eagles,DT,1.0,66.0,13.0,53894,23.0
1450,6-0,244,Louisiana State,Tory Carter,Titans,FB,1.0,63.0,30.0,53896,23.0
1451,6-5,244,Alabama,Miller Forristall,Browns,TE,1.0,58.0,5.0,53897,24.0
1452,6-4,340,Michigan State,Naquan Jones,Titans,DT,1.0,63.0,30.0,53900,24.0
1453,6-0,245,South Carolina,Adam Prentice,Saints,FB,1.0,61.0,27.0,53932,25.0
1455,6-4,260,Nebraska,Jack Stoll,Eagles,TE,1.0,60.0,13.0,53946,24.0
1456,5-11,198,Arkansas,Jerry Jacobs,Lions,CB,1.0,66.0,19.0,53953,23.0
1458,6-4,255,Notre Dame,Brock Wright,Lions,TE,1.0,60.0,19.0,53959,23.0
1459,5-11,190,Tennessee,Bryce Thompson,Saints,CB,1.0,59.0,27.0,54003,22.0
1460,6-6,330,California,Jake Curhan,Seahawks,RT,1.0,57.0,28.0,54006,24.0
1461,6-6,245,Arkansas,Feleipe Franks,Falcons,QB,1.0,59.0,14.0,54038,24.0
1462,5-10,229,Ball State,Caleb Huntley,Falcons,HB,1.0,61.0,14.0,54042,23.0
1465,6-5,275,Georgia,Travon Walker,Jaguars,LOLB,0.0,76.0,17.0,54466,21.0
1466,6-6,265,Michigan,Aidan Hutchinson,Lions,LOLB,0.0,77.0,19.0,54467,22.0
1469,6-5,250,Oregon,Kayvon Thibodeaux,Giants,ROLB,0.0,75.0,16.0,54470,21.0
1470,6-4,320,North Carolina State,Ikem Ekwonu,Panthers,LT,0.0,76.0,21.0,54471,21.0
1471,6-7,360,Alabama,Evan Neal,Giants,RT,0.0,77.0,16.0,54472,21.0
1472,6-5,210,Southern California,Drake London,Falcons,WR,0.0,75.0,14.0,54473,21.0
1473,6-5,310,Mississippi State,Charles Cross,Seahawks,LT,0.0,73.0,28.0,54474,21.0
1474,6-0,192,Ohio State,Garrett Wilson,Jets,WR,0.0,76.0,18.0,54475,22.0
1475,6-1,185,Ohio State,Chris Olave,Saints,WR,0.0,76.0,27.0,54476,22.0
1476,6-6,340,Georgia,Jordan Davis,Eagles,DT,0.0,78.0,13.0,54478,22.0
1477,6-4,220,Notre Dame,Kyle Hamilton,Ravens,SS,0.0,76.0,25.0,54479,21.0
1478,6-4,325,Texas A&amp;M,Kenyon Green,Texans,LG,0.0,72.0,32.0,54480,21.0
1479,5-11,182,Penn State,Jahan Dotson,Commanders,WR,0.0,75.0,26.0,54481,22.0
1480,6-3,305,Boston College,Zion Johnson,Chargers,RG,0.0,73.0,8.0,54482,22.0
1481,6-3,225,Arkansas,Treylon Burks,Titans,WR,0.0,73.0,30.0,54483,22.0
1482,6-3,220,Pittsburgh,Kenny Pickett,Steelers,QB,0.0,68.0,29.0,54485,24.0
1483,5-11,195,Washington,Trent McDuffie,Chiefs,CB,0.0,76.0,9.0,54486,21.0
1484,6-4,240,Georgia,Quay Walker,Packers,MLB,0.0,73.0,20.0,54487,22.0
1485,6-2,196,Florida,Kaiir Elam,Bills,CB,0.0,73.0,3.0,54488,21.0
1486,6-6,332,Tulsa,Tyler Smith,Cowboys,LG,0.0,70.0,11.0,54489,21.0
1487,6-3,290,Iowa,Tyler Linderbaum,Ravens,C,0.0,74.0,25.0,54490,22.0
1489,6-3,235,Utah,Devin Lloyd,Jaguars,MLB,0.0,73.0,17.0,54492,23.0
1490,6-3,315,Georgia,Devonte Wyatt,Packers,RE,0.0,73.0,20.0,54493,24.0
1491,6-6,301,Chattanooga,Cole Strange,Patriots,RG,0.0,70.0,22.0,54494,24.0
1492,6-4,275,Purdue,George Karlaftis,Chiefs,LE,0.0,74.0,9.0,54495,21.0
1494,6-1,200,Georgia,Lewis Cine,Vikings,FS,0.0,75.0,31.0,54497,22.0
1495,6-6,275,Houston,Logan Hall,Buccaneers,RE,0.0,70.0,6.0,54498,22.0
1496,6-5,208,North Dakota State,Christian Watson,Packers,WR,0.0,71.0,20.0,54499,23.0
1497,6-0,188,Auburn,Roger McCreary,Titans,CB,0.0,72.0,30.0,54500,22.0
1498,6-1,220,Iowa State,Breece Hall,Jets,HB,0.0,76.0,18.0,54501,21.0
1499,6-0,200,Baylor,Jalen Pitre,Texans,FS,0.0,73.0,32.0,54502,23.0
1500,6-3,256,Penn State,Arnold Ebiketie,Falcons,LOLB,0.0,72.0,14.0,54503,23.0
1501,6-0,195,Washington,Kyler Gordon,Bears,CB,0.0,71.0,1.0,54504,22.0
1502,6-4,265,Minnesota,Boye Mafe,Seahawks,ROLB,0.0,68.0,28.0,54505,23.0
1504,5-11,185,Kentucky,Wan'Dale Robinson,Giants,WR,0.0,72.0,16.0,54508,21.0
1505,6-3,278,Kentucky,Josh Paschal,Lions,LOLB,0.0,69.0,19.0,54511,22.0
1506,6-4,312,Alabama,Phidarian Mathis,Commanders,DT,0.0,71.0,26.0,54512,24.0
1507,6-1,202,Penn State,Jaquan Brisker,Bears,SS,0.0,73.0,1.0,54513,23.0
1508,6-0,195,Tennessee,Alontae Taylor,Saints,CB,0.0,69.0,27.0,54514,23.0
1509,6-3,180,Baylor,Tyquan Thornton,Patriots,WR,0.0,69.0,22.0,54515,22.0
1510,6-3,290,Nebraska,Cam Jurgens,Eagles,C,0.0,68.0,13.0,54516,23.0
1511,6-3,200,Georgia,George Pickens,Steelers,WR,0.0,74.0,29.0,54517,21.0
1512,6-3,213,Cincinnati,Alec Pierce,Colts,WR,0.0,70.0,10.0,54518,22.0
1513,5-10,195,Western Michigan,Skyy Moore,Chiefs,WR,0.0,72.0,9.0,54519,21.0
1514,6-3,245,Colorado State,Trey McBride,Cardinals,TE,0.0,73.0,7.0,54520,22.0
1515,6-4,265,Mississippi,Sam Williams,Cowboys,RE,0.0,68.0,11.0,54521,23.0
1516,6-5,310,Central Michigan,Luke Goedeke,Buccaneers,LG,0.0,68.0,6.0,54522,23.0
1517,6-3,230,Montana State,Troy Andersen,Falcons,MLB,0.0,69.0,14.0,54523,23.0
1518,6-4,295,Louisiana State,Ed Ingram,Vikings,RG,0.0,69.0,31.0,54524,23.0
1519,6-0,205,Nebraska,Cam Taylor-Britt,Bengals,CB,0.0,70.0,2.0,54525,22.0
1520,6-4,250,Southern California,Drake Jackson,49ers,RE,0.0,69.0,15.0,54526,21.0
1521,6-1,210,Cincinnati,Bryan Cook,Chiefs,SS,0.0,70.0,9.0,54527,22.0
1522,5-11,190,Georgia,James Cook,Bills,HB,0.0,75.0,3.0,54528,22.0
1523,6-3,238,Oklahoma,Nik Bonitto,Broncos,LOLB,0.0,69.0,4.0,54529,22.0
1524,6-6,300,Kentucky,Luke Fortner,Jaguars,C,0.0,65.0,17.0,54530,24.0
1526,6-4,325,North Carolina,Joshua Ezeudu,Giants,LG,0.0,67.0,16.0,54532,22.0
1527,6-2,200,Mississippi State,Martin Emerson,Browns,CB,0.0,69.0,5.0,54533,21.0
1528,6-5,310,Ohio State,Nicholas Petit-Frere,Titans,RT,0.0,66.0,30.0,54534,22.0
1529,6-3,242,Wyoming,Chad Muma,Jaguars,MLB,0.0,70.0,17.0,54535,23.0
1531,6-7,319,Washington State,Abraham Lucas,Seahawks,RT,0.0,66.0,28.0,54537,23.0
1532,6-7,265,Virginia,Jelani Woods,Colts,TE,0.0,69.0,10.0,54538,23.0
1533,6-2,232,Alabama,Christian Harris,Texans,MLB,0.0,68.0,32.0,54540,21.0
1534,6-4,336,Connecticut,Travis Jones,Ravens,DT,0.0,70.0,25.0,54541,22.0
1535,6-7,305,Central Michigan,Bernhard Raimann,Colts,LT,0.0,68.0,10.0,54542,24.0
1536,6-7,270,Alabama-Birmingham,Alex Wright,Browns,RE,0.0,65.0,5.0,54543,21.0
1537,6-4,250,UCLA,Greg Dulcich,Broncos,TE,0.0,70.0,4.0,54545,22.0
1538,6-2,170,Louisiana State,Cordale Flott,Giants,CB,0.0,67.0,16.0,54546,21.0
1540,6-0,225,Georgia,Nakobe Dean,Eagles,MLB,0.0,71.0,13.0,54548,21.0
1541,6-4,290,Texas A&amp;M,DeMarvin Leal,Steelers,LE,0.0,68.0,29.0,54549,22.0
1542,5-8,185,Houston,Marcus Jones,Patriots,CB,0.0,68.0,22.0,54550,23.0
1543,6-1,215,Liberty,Malik Willis,Titans,QB,0.0,69.0,30.0,54551,23.0
1544,6-5,270,San Diego State,Cameron Thomas,Cardinals,LOLB,0.0,66.0,7.0,54552,22.0
1545,6-3,195,South Alabama,Jalen Tolbert,Cowboys,WR,0.0,71.0,11.0,54553,23.0
1546,6-1,222,Baylor,Terrel Bernard,Bills,LOLB,0.0,67.0,3.0,54554,23.0
1547,6-3,285,Memphis,Dylan Parham,Raiders,RG,0.0,67.0,23.0,54555,23.0
1548,6-2,210,Arizona State,Rachaad White,Buccaneers,HB,0.0,70.0,6.0,54556,23.0
1549,6-1,223,Louisiana State,Tyrion Davis-Price,49ers,HB,0.0,71.0,15.0,54558,21.0
1551,6-1,215,Maryland,Nick Cross,Colts,SS,0.0,69.0,10.0,54561,20.0
1552,6-1,200,Illinois,Kerby Joseph,Lions,FS,0.0,67.0,19.0,54562,21.0
1554,6-2,205,Purdue,David Bell,Browns,WR,0.0,68.0,5.0,54564,21.0
1555,6-5,240,Cincinnati,Myjai Sanders,Cardinals,ROLB,0.0,66.0,7.0,54565,24.0
1556,6-5,250,Ohio State,Jeremy Ruckert,Jets,TE,0.0,68.0,18.0,54566,22.0
1557,6-2,230,Georgia,Channing Tindall,Dolphins,MLB,0.0,68.0,12.0,54567,22.0
1558,6-2,261,Wisconsin,Leo Chenal,Chiefs,MLB,0.0,69.0,9.0,54568,21.0
1559,6-2,199,Southern Methodist,Danny Gray,49ers,WR,0.0,70.0,15.0,54570,23.0
1560,6-5,250,Washington,Cade Otton,Buccaneers,TE,0.0,67.0,6.0,54571,23.0
1561,5-10,215,Florida,Dameon Pierce,Texans,HB,0.0,72.0,32.0,54572,22.0
1562,6-3,290,Oklahoma,Perrion Winfrey,Browns,DT,0.0,67.0,5.0,54573,22.0
1563,6-1,198,Cincinnati,Coby Bryant,Seahawks,CB,0.0,68.0,28.0,54574,23.0
1564,6-9,380,Minnesota,Daniel Faalele,Ravens,RT,0.0,67.0,25.0,54575,22.0
1565,6-6,299,Louisiana-Lafayette,Max Mitchell,Jets,LT,0.0,66.0,18.0,54576,22.0
1566,6-6,255,San Diego State,Daniel Bellinger,Giants,TE,0.0,66.0,16.0,54577,21.0
1567,6-0,191,Louisiana-Lafayette,Percy Butler,Commanders,FS,0.0,66.0,26.0,54578,22.0
1568,6-1,205,Iowa,Dane Belton,Giants,SS,0.0,66.0,16.0,54579,21.0
1569,5-11,195,Pittsburgh,Damarri Mathis,Broncos,CB,0.0,68.0,4.0,54580,23.0
1570,6-5,285,Iowa State,Eyioma Uwazurike,Broncos,DT,0.0,67.0,4.0,54581,24.0
1571,6-5,270,Texas A&amp;M,Micheal Clemons,Jets,LE,0.0,66.0,18.0,54582,25.0
1572,6-2,193,Missouri,Akayleb Evans,Vikings,CB,0.0,68.0,31.0,54583,23.0
1573,6-1,192,Alabama,Jalyn Armour-Davis,Ravens,CB,0.0,67.0,25.0,54584,22.0
1574,6-3,241,Penn State,Brandon Smith,Panthers,ROLB,0.0,66.0,21.0,54585,21.0
1575,6-3,241,Penn State,Brandon Smith,Cowboys,WR,0.0,62.0,11.0,54585,23.0
1576,5-11,170,Arizona State,Jack Jones,Patriots,CB,0.0,66.0,22.0,54586,24.0
1577,6-0,215,Georgia,Zamir White,Raiders,HB,0.0,70.0,23.0,54587,22.0
1578,6-1,215,Texas A&amp;M,Isaiah Spiller,Chargers,HB,0.0,73.0,8.0,54588,21.0
1581,6-5,250,Wisconsin,Jake Ferguson,Cowboys,TE,0.0,66.0,11.0,54594,23.0
1582,6-1,220,Michigan,Hassan Haskins,Titans,HB,0.0,69.0,30.0,54596,22.0
1583,6-2,200,Nevada,Romeo Doubs,Packers,WR,0.0,67.0,20.0,54597,22.0
1584,6-5,295,Texas-San Antonio,Spencer Burford,49ers,LG,0.0,65.0,15.0,54599,22.0
1585,6-3,197,Fayetteville State,Joshua Williams,Chiefs,CB,0.0,66.0,9.0,54600,22.0
1586,6-7,310,North Dakota State,Cordell Volson,Bengals,RG,0.0,64.0,2.0,54601,24.0
1587,6-1,220,Western Kentucky,Bailey Zappe,Patriots,QB,0.0,63.0,22.0,54602,23.0
1588,6-4,240,Coastal Carolina,Isaiah Likely,Ravens,TE,0.0,66.0,25.0,54604,22.0
1589,6-5,295,Wake Forest,Zach Tom,Packers,RT,0.0,67.0,20.0,54605,23.0
1590,5-9,180,Houston,Damarion Williams,Ravens,CB,0.0,66.0,25.0,54606,24.0
1592,6-3,250,Maryland,Chigoziem Okonkwo,Titans,TE,0.0,65.0,30.0,54608,22.0
1593,6-2,232,Indiana,Micah McFadden,Giants,MLB,0.0,66.0,16.0,54611,22.0
1594,6-5,325,Arizona State,D.J. Davidson,Giants,DT,0.0,66.0,16.0,54612,24.0
1595,6-0,190,Boise State,Khalil Shakir,Bills,WR,0.0,70.0,3.0,54613,22.0
1596,6-6,240,Nevada,Cole Turner,Commanders,TE,0.0,65.0,26.0,54614,22.0
1598,5-11,220,Brigham Young,Tyler Allgeier,Falcons,HB,0.0,67.0,14.0,54616,22.0
1599,6-4,205,Texas-San Antonio,Tariq Woolen,Seahawks,CB,0.0,66.0,28.0,54618,23.0
1600,5-10,220,Mississippi,Snoop Conner,Jaguars,HB,0.0,66.0,17.0,54619,22.0
1601,6-4,200,Sam Houston State,Zyon McCollum,Buccaneers,CB,0.0,66.0,6.0,54622,23.0
1603,6-4,320,UCLA,Otito Ogbonnia,Chargers,DT,0.0,63.0,8.0,54625,22.0
1604,5-10,170,Samford,Montrell Washington,Broncos,WR,0.0,68.0,4.0,54627,23.0
1605,5-11,191,UCLA,Kyle Philips,Titans,WR,0.0,69.0,30.0,54628,23.0
1607,6-7,310,Southern Utah,Braxton Jones,Bears,LT,0.0,65.0,1.0,54633,23.0
1608,6-6,259,Oregon State,Teagan Quitoriano,Texans,TE,0.0,63.0,32.0,54635,22.0
1609,6-5,300,Washington,Luke Wattenberg,Broncos,C,0.0,63.0,4.0,54636,24.0
1610,5-10,187,Toledo,Samuel Womack,49ers,CB,0.0,65.0,15.0,54637,23.0
1611,6-4,256,"Miami, O.",Dominique Robinson,Bears,RE,0.0,65.0,1.0,54639,24.0
1612,6-3,290,Tennessee,Matthew Butler,Raiders,RE,0.0,64.0,23.0,54640,23.0
1613,6-3,239,Louisiana State,Damone Clark,Cowboys,LOLB,0.0,65.0,11.0,54641,22.0
1614,6-3,255,Virginia Tech,James Mitchell,Lions,TE,0.0,64.0,19.0,54642,23.0
